type,news,shared_site_name,source
fake,"Yıkılasın İsrail enkazını göreyim, Sana ülke diyenin yüzüne tüküreyim!.",https://x.com/search?q=%23KudusBizimdir%20veli%20vural&src=typed_query&f=top,https://www.malumatfurus.org/israil-mescidi-aksa-saldiri/
fake,"İsrail hapishanelerinde halihazırda 350 Filistinli çocuğun bulunduğu bildirildi. Tutuklu çocukların, gözaltına alındıkları andan itibaren ihlallere maruz kaldığı ifade edilen açıklamada, uluslararası insan hakları kuruluşlarından Filistinli çocukların himayesi için harekete geçmesi istendi.",https://www.yenisafak.com/dunya/israil-hapishanelerindeki-filistinli-cocuk-sayisi-350-3192781,
fake,"İşgalci İsrail hapishanelerinde tutulan Filistinli çocuklar işte böyle görüntülendi..!

Uzun yıllar sistematik istismarlara maruz kalan bu çocuklar Büyük İslâm Ümmeti'nin tamamına sahip olmayı bekliyor..",https://twitter.com/LibargaLbara9/status/1118480625562996737,https://www.malumatfurus.org/israil-hapishanesinde-filistinli-cocuklar/
fake,"Filistin Kurtuluş Örgütü (FKÖ) Yürütme Kurulu Üyesi Hanan Aşravi, İsrail hapishanelerinde 291 tutuklu çocuğun bulunduğunu belirtti.",https://www.star.com.tr/dunya/fko-yurutme-kurulu-uyesi-hanan-asravi-israil-hapishanelerinde-halen-291i-cocuk-yaklasik-5-bin-900-filistinli-tutuklu-bulunuyor-haber-1369799/,https://www.malumatfurus.org/israil-hapishanesinde-filistinli-cocuklar/
fake,"Fazla ödenecek gerek yok
Ve kamera ekibi işin başında
Anlayan zaten yapmıştır
Asker, polis ve ultra-Ortodoks kılığında terörist #Filistinliler , #IDF askerinin Filistinli çocuğu nasıl vurduğunu sahneliyor
 #pallywood 'a hoşgeldiniz",https://twitter.com/EmELBoYY/status/1518242597826973696,https://www.malumatfurus.org/filistin-sahte-video/
fake,"Tiyatronun boyutuyla tanıştım mı?

Filistinliler İsrailli bir çocuğu öldürüyormuş gibi profesyonel çekim tiyatrosu.
Hani bunların kurup yönettiği kelle kesen DEAŞ Tiyatrosu gibi..

Büro Tiyatrosu içimizdeki müftü karlarından da biliyoruz.
Akıl hocaları kendilerini ifşa etmişlerdi.",https://twitter.com/BekirTiryakii/status/1711429116656750900,https://www.malumatfurus.org/filistin-sahte-video/
fake,"Bir eşeği İsrail bayrağına boyayıp,
kırarak diri yakan insanlarla
barış yapamazsınız.",https://x.com/murat_tlv/status/1830699358502981817,https://www.malumatfurus.org/filistin-israil-esek/
fake,"İsrailli özellikleri, köpeğin namaz kılan filistinin üzerine salıyor. Ama köpek Allahın bir mucizesi olarak uysallaşıyor.",https://twitter.com/FehimSahiner/status/1261705744086335490,https://www.malumatfurus.org/namaz-kilan-filistinlilerin-uzerine-salinan-kopek/#google_vignette
fake,"Sizce bu videodakilerden hangisi “köpek?” Havlayan mı, yoksa namaz kılan Müslümanların üzerine o havlayanı saldırtmaya çalışan siyonist mi?",https://twitter.com/alpertan66/status/1261210606339870721,https://www.malumatfurus.org/namaz-kilan-filistinlilerin-uzerine-salinan-kopek/#google_vignette
fake,"Filistinli bir çocuk. İsraillilerin uyguladığı programlara maruz kalma devam etti. Onun da boynuna baskı uyguluyorlar. Duyan, gören oldu mu? Amerikalı benim için değil miydi? Yoksa Müslüman olduğu için mi görmediler? Yoksa görmek mi istemediler?",https://twitter.com/MaviAy272/status/1270767794968244227,https://www.malumatfurus.org/israilli-askerin-filistinli-genci-iskenceyle-oldurdugu-andan-sanilan-fotograf/
real,"Suudi Veliaht Prensi Selman: ""Filistin meselesi kişisel olarak umrumda değil. Kendi ülkemi düşünüyorum.""",https://x.com/bpthaber/status/1840094623252770921,https://www.malumatfurus.org/selman-filistin-aciklamasi/#google_vignette
real,"Suudi Veliaht Prensi Selman: 
""Filistin meselesi kişisel olarak umurumda değil. Kendi ülkemi düşünüyorum.""

Hadi gel de sövme?",https://x.com/zekibahce/status/1840130097979826269,https://www.malumatfurus.org/selman-filistin-aciklamasi/#google_vignette
fake,"Bu durumda HTŞ ve El Nusra'yı destekleyen
Akepe, Yeniden Refah, Deva ve Gelecek Partisi yöneticileri ne
oluyor ?!",instagram,https://teyit.org/analiz/video-netanyahu-ile-colani-arasindaki-gorusmeyi-mi-gosteriyor
fake,"Beyaz Saray Hamas'ın Gazze'de yaklaşık 500 Amerikalıyı rehin
tuttuğunu kabul etti.

-ABD Senatörü Marsha Blackburn",x,https://teyit.org/analiz/500-abd-vatandasinin-gazzede-rehin-tutuldugu-aciklamasi-beyaz-saraya-mi-ait
fake,"Tel Aviv'de toplanan 500 bin İsrailli gösterici Netanhayu'nun katliam
politikasını protesto etti.",x,https://teyit.org/analiz/tel-avivdeki-netanyahu-protestolari-guncel-mi
fake,"Netanyahu hastaneye kaldırıldı.

İsrail basını, İsrail Başbakanı Netanyahu'nun ciddi bir sağlık sorunu
yaşadığını ve Tel Aviv'deki bir hastaneye nakledildiğini bildirdi.

Sabaha inşallah felç bir şekilde uyanır. Amin diyen herkesin yoruma
davet ediyoruz!",x,https://teyit.org/analiz/israil-basbakani-netanyahuyu-hastanede-gosteren-fotograf-gercek-mi
fake,"Burası Ankara değil Tel Aviv, işgalci israilin kalbi ...

Orada da her yıl #10kasım'da saat 9.05'te bu ritüel yapılıyor, bilmem
tanıdık geldi mi?

Bizleri işgalcilerle aynı kültürde buluşturan sey nedir?",x,https://teyit.org/analiz/goruntulerin-israildeki-ataturk-anmasini-gosterdigi-iddiasi
fake,"Bir Ürdün vatandaşının, Suudi Arabistan'da çektiği görüntü, bu kamyonlar
Gazze'ye değil israile gidiyorlar, ihaneti asla unutmayın !",x,https://teyit.org/analiz/video-suudi-arabistandan-israile-giden-kamyonlari-mi-gosteriyor
fake,"Kubbe çöktü.
Darısı İsrail'e ..

Yaktığın kadar yan ..",x,https://teyit.org/analiz/video-israile-yapilan-saldiriyi-mi-gosteriyor
fake,"#Zara kudurdu açıktan İsrail'e destek veriyor boykota ara vermeden
devam.",x,https://teyit.org/analiz/zaranin-israil-bayragi-temali-sweatshirt-urettigi-iddiasi
fake,"Görüntüler Fransa'dan ...

İşgalci İsrail'e destek veren McDonald's şubesinin önüne hayvan gübresi
dökülerek PROTESTO edildi ...

İsrail'e destek veren herkesin hakettiği muamele bu olmalı ...",x,https://teyit.org/analiz/fransada-israili-protesto-etmek-icin-mcdonalds-onune-gubre-dokuldugu-iddiasi
fake,İtrail askerleri böyle havaya uçtu,x,https://teyit.org/analiz/goruntude-saldiriya-ugrayan-kisilerin-israil-askerleri-oldugu-iddiasi
fake,"Tiyatro size de tanıdık geldi mi?

Filistinliler İsrailli bir çocuğu öldürüyormuş gibi profesyonel çekim
tiyatrosu.
Hani bunların kurup yönettiği kelle kesen DEAŞ tiyatrosu gibi ..

Bu tiyatroya içimizdeki müftü karılarından da aşinayız.
Akıl hocaları kendilerini ifşa etmiş.",x,https://teyit.org/analiz/video-israilin-sahte-infaz-goruntuleri-cektigini-mi-gosteriyor
fake,"İsrail kuvvetleri, Hamas militanlarını gözaltına almaya devam ediyor.",x,https://teyit.org/analiz/goruntulerin-israil-kuvvetlerinin-gozaltina-aldigi-hamas-guclerini-gosterdigi-iddiasi
fake,"Filistinli
Mücahidlerden birinin #İsrail
savaş helikopterini roketle vurma
anı.",instagram,https://teyit.org/analiz/videonun-israil-ordusuna-ait-bir-helikopterin-roketle-dusuruldugunu-gosterdigi-iddiasi
fake,"#SONDAKİKA

İsrail ordusuna ait 2 helikopter düşürüldü.

Rabbim attığınız her mermiyi isabet ettirsin. Sizleri intikam memuru eylesin
inşAllah.

#Hamas #Israel #israil #Filistin #Kudüs #Gaza #TelAviv #Suriye #Savaş
#idlip #irak #sincar طوفان_الأقصى##AksaTufani",x,https://teyit.org/analiz/videonun-israil-ordusuna-ait-iki-helikopterin-dusuruldugu-anlari-gosterdigi-iddiasi
fake,"#SONDAKİKA

Korkak İsrail vatandaşları şehri terk etmeye devam ediyorlar.

#savaş #AksaTufanı #Kudüs
Filistin Tel Aviv İsrail Kassam Tugayları Netanyahu Yahudi Hamas",x,https://teyit.org/analiz/video-kudusten-kacan-israil-yurttaslarini-mi-gosteriyor
fake,"Breaking News: Israel launched Operation Iron Swords Israel destroys
third Gaza tower eliminated Palestinian Terrorists #Gaza #hamas
#southernisrael",x,https://teyit.org/analiz/video-guncel-israil-filistin-catismasindan-mi
fake,"Yıl 1972 yılının takvimi ...
İsrail devletinin kuruluşu olan 24 nisan 1948'i Resmi tatil olarak kutlayıp
okulları tatil ettiğimiz kara tarihimiz ...
CHP bu ülkenin YIKIM ekibidir.",x,https://teyit.org/analiz/24-nisan-1972-tarihinin-israilin-kurulusu-nedeniyle-tatil-oldugu-iddiasi
fake,"İsrail'in kurucusu Ben Gurion 1913 yılında
İstanbul Üniversitesi'nde hukuk öğrencisi
iken, bu fesli fotoğrafı çekilmiştir. 2,5 sene
sonra da İngiliz üniformasıyla OSMANLI'YA
karşı gönüllü olarak Filistin'de savaşmıştır ..
Yani her fes takan OSMANLI, her Selamun
Aleyküm diyen MÜSLÜMAN ve her Türkçe
konuşan TÜRK değildir ..! O günlerde hava
puslu idi, inanın bugünde öyle ..",instagram,https://teyit.org/analiz/israil-devletinin-kurucusu-ben-gurionun-istanbul-universitesinde-egitim-gordugu-iddiasi
fake,"İran, İsrail'i Vurdu !
Vetanyahu, Sığınağa Kaçarken
Görüntülendi !
İran - İsrail
Yeni bir Oyun Olabilir !",tiktok,https://teyit.org/analiz/video-binyamin-netanyahunun-siginaga-kostugu-anlari-mi-gosteriyor
fake,"Yemen Ensarullah Hareketi'nin el koyduğu İsrail gemisinden askeri
mühimmat çıktı!",x,https://teyit.org/analiz/fotografin-yemenin-ele-gecirdigi-israil-gemisine-ait-oldugu-iddiasi
fake,"Netanyahu ile telefon görüşmesini reddeden Sisi:

""Mısır ordusu İsrail'i tekrar yenebilecek güçtedir""",x,https://teyit.org/analiz/misir-cumhurbaskani-sisinin-israil-hakkindaki-konusmasi-guncel-mi
fake,"Katil Terörist işgalcilerin,

· Yakın zamanda Gömülen
Yahudi Siyonist sözde askerlerin mezarlarından dumanlar çıktığı
söyleniyor ...",x,https://teyit.org/analiz/video-olen-israil-askerlerinin-mezarlarindan-cikan-dumani-mi-gosteriyor
fake,"Kassam Tugaylarından Yahudi varlığına büyük darbe.
Tuzağa çekilen işgalci askerler imha edildi ..
#Mersin Gazze'de #KassamTugayları",x,https://teyit.org/analiz/video-kassam-tugaylari-tarafindan-oldurulen-israil-askerlerini-mi-gosteriyor
fake,Gazze'de kan donduran anlar! İsrail buldozeri yerde yatan Gazzelilerin üzerinden geçti,web,https://teyit.org/analiz/video-israilin-bir-hastaneye-duzenledigi-baskini-mi-gosteriyor
fake,"Katil İsrail'in Gazze'deki El-Sadaka hastanesine isabet eden bombası,
güvenlik kamerası tarafından kaydedildi

Görüntülerde Hamas üyesi gören var mı ?

#SiyonistVahşet #WarCriminallsrael #StopGenocide #FreePalestine",x,https://teyit.org/analiz/videonun-israilin-gazzedeki-hastaneyi-bombalama-anlarini-gosterdigi-iddiasi
fake,"İsrail'in en iyi keskin nişancılarından birisiymiş Barib Yariel

Yüzlerce masum Filistinliyi katletmiş.

Sonunda bir Kassam Mücahidinin menziline girmiş ve cehennemin dibini
boylamış.

#Gaza_under_attack
#Ebu_Ubeyde
#GazaGeniocide",x,https://teyit.org/analiz/fotograftaki-kisi-olduruldugu-soylenen-israilli-keskin-nisanci-barib-yariel-mi
fake,"ABD Özel kuvvetleri İsrail'in Gazze'ye kara harekatı için İsrail'e iniş yaptı.

Gazze onlara MEZAR olacak ..",x,https://teyit.org/analiz/video-israildeki-abd-askerlerini-mi-gosteriyor
fake,"DİNLERKEN YÜREĞİM PARÇALANIYOR ...

ÇÜRÜYESİN İSRAİL ...",x,https://teyit.org/analiz/videodaki-cocuklarin-israil-hamas-savasindan-etkilendigi-iddiasi
fake,"Bu tarihi bir fotoğraf.
Filistinli askerler İsrail askerlerini esir alıp Gazze'ye götürüyorlar.
#طوفان_الأقصى
#AksaTufanı",x,https://teyit.org/analiz/fotografin-hamasin-esir-aldigi-israilli-askerleri-gosterdigi-iddiasi
fake,"İsrail'li üst düzey komutanlar böyle esir alındı !!

Mehmetçik Filistin'e Batı Şeria #HamasTerrorists Fatih Erbakan Cemal
Canpolat #FilistinDireniyor #Afganistan Başkenti Kudüs Şaka Manchester
City Asker Yavşak #KASvFB Demir Ege #FreePalastine
#KasımpaşadaKaraGece",x,https://teyit.org/analiz/video-esir-alinan-israilli-komutanlari-mi-gosteriyor
fake,"Corona aşısı olduktan iki saat
sonra öldü

Covid-19 aşısını olan İsrailli iki saat sonra hayatını kaybetti",web,https://teyit.org/analiz/israilde-bir-kisinin-asii-nedeniyle-hayatini-kaybettigi-iddiasi
fake,"Siyonizmin dostu Ekrem Hahamoğlu ...
Tepkisiz kalma Eyy Müslüman",facebook,https://teyit.org/analiz/fotograflar-ekrem-imamoglunun-israil-basbakani-ve-bir-grup-hahamla-yaptigi-gorusmeleri-gostermiyor
fake,"Trup, Benjamin Netanyahu ile el sıkışmayı reddetti.",x,https://teyit.org/analiz/video-trumpin-netanyahu-ile-el-sikismayi-reddettigi-anlari-mi-gosteriyor
fake,"Mısırlı Bedeviler, arabalarıyla gazze sınırına giderek Aksa tufanı'na katılmaları için sınırların açılmasını talep ediyor",x,https://teyit.org/analiz/video-misirli-bir-grubun-aksa-tufanina-katilmak-icin-gazzeye-gidisini-mi-gosteriyor
fake,"Netanyahu ..
Büyük İsrail İçin Erdoğan'dan
Kurtulma Günü",tiktok,https://teyit.org/analiz/videonun-netenyahunun-2023-secimleri-hakkindaki-konusmasini-gosterdigi-iddiasi
fake,"Bayramlık giymesi gereken çocuklara kefenlik giydirdiniz ..

#المسجد الأقصى AksadaBaskinVar#",x,https://teyit.org/analiz/fotografin-kudusdeki-olaylarda-olen-filistinli-cocuklari-gosterdigi-iddiasi
fake,"Sivilde Tofaş süren gence tank verirsen
Suriye Telabyada böyle girer işte!",x,https://teyit.org/analiz/video-baris-pinari-harekati-sirasinda-suriyeye-giren-tanki-gostermiyor
fake,"Türk Milletine Yeterki Düşmanı İndirmeye

Gidiyoruz De O Tankı Uçurur ...

Ramazanda İftara Yetişecek Gibi

#TurkeyisnotAlone

LAN BOMBAYI ATAN SİZSİNİZ",x,https://teyit.org/analiz/video-baris-pinari-harekati-sirasinda-suriyeye-giren-tanki-gostermiyor
fake,"#SONDAKKA
Ohh ELHAMDÜLİLLAH.
Dünkü haberin görüntüleri bugün yayınlandı.
Buyrun izleyin,keyifle.

70 civarında İsrail komandosu ve Amerikan ile İngiliz Yemen'e sızarken
tespit edildi ve tuzağa düşürülerek Husiler tarafından imha edildi.

#Pakistan #Ukraine #GOLD",x,https://teyit.org/analiz/goruntulerin-husiler-tarafindan-pusuya-dusurulen-israil-askerlerini-gosterdigi-iddiasi
fake,"Vee yine Ronaldo .. Kendisine rakip taraftardan atılan İsrail bayrağını
hakkettiği yere koyuyo ..

Seviliyorsun Ronaldo",x,https://teyit.org/analiz/goruntulerdeki-atkinin-uzerinde-israil-bayragi-mi-var
fake,DÜN AKŞAM SAATLERİNDE İSRAİL'DE FIRTINA MEYDANA GELDİ.,instagram,https://teyit.org/analiz/video-israilde-meydana-gelen-firtinayi-mi-gosteriyor
fake,İsrailli bir askerin cehenneme gidiş anı...,instagram,https://teyit.org/analiz/video-israilli-askerin-hamasin-saldirisina-ugradigi-ani-mi-gosteriyor
fake,"SON DAKİKA
SON DURUM BİLGİLENDİRMESİ:

Kassam Tugaylarının 30 Siyonist Aracını imha ettiği yeni görüntüler

#GazzeÖlüyor Kassam Tugayları Mescid-i Aksa Büyük Filistin Mitingi
#United4Palestine Ebu Ubeyde Mehmetçik Gazze Ebu Ubeyde Tel Aviv'e
Atatürk Havalimanı İsrail Ordu Sözcüsü İnternet'te Recep Tayyip Erdoğan
#starlinkforgaza Kassam Tugayları Starbucks Türkiye
#takeactionforgaza Tel Aviv'e El Kassam Tugayları El Cezire Ukraine
#SONDAKİKA Recep Tayyip Erdoğan Al Jazeera Tel Aviv'e",x,https://teyit.org/analiz/video-kassam-tugaylarinin-israilin-araclarini-imha-ettigini-mi-gosteriyor
fake,"İsrail de #Vahşet devam ediyor.

Vahşi İsrail askerleri Filistinli bir baba ve çocuğu Tankla araçlarında ezdi.

#hamasattack #KassamTugayları #Israel Araplar Yahudiler #Hamas
#طوفان_القدس",x,https://teyit.org/analiz/gorselin-israil-askerleri-tarafindan-tankla-ezilen-bir-araci-gosterdigi-iddiasi
fake,"Hamas güçleri İsrail'e paraşütle
indirme yapmaya devam ediyor.",instagram,https://teyit.org/analiz/video-israile-parasutle-inen-hamas-guclerini-mi-gosteriyor
fake,"Cesurun bakışı, korkağın kılıcından keskindir.
#AksadaBaskınVar",x,https://teyit.org/analiz/fotografin-israil-tarafindan-mescid-i-aksaya-yapilan-baskin-sonrasi-cekildigi-iddiasi
fake,"İsrailli Köpeğini Namaz
Kılan iki Filistinli Gencin
Üzerine Salıyor. ! Sonrasını
izleyelim",x,https://teyit.org/analiz/israilin-namaz-kilan-filistinlilere-kopek-saldirttigi-iddiasi
fake,"Kabe'nin güvenliğini İsrail'li Almajar G4S şirketinin
sağladığını ve Kabe gelirinden % 45 İsrail'li şirketin
pay aldığını biliyor muydunuz hacılar",x,https://teyit.org/analiz/kabenin-guvenliginin-israilli-bir-sirket-tarafindan-saglandigi-iddiasi
fake,"SEVİYORUM SENİ RONALDO ...
KORKMADAN TAVIR KOYUYORSUN ...
SORU SORAN İSRAİL'Lİ MUHABİRİN
MİKROFONUNU ELİNDEN ALIP
FIRLATIYORSUN ...",x,https://teyit.org/analiz/videonun-cristiano-ronaldonun-israilli-muhabirin-mikrofonunu-suya-firlattigini-gosterdigi-iddiasi
fake,"İsrail polisi, ABD protestosunda, bir Filistinli
çocuğu C.tesi günü boğazlayarak öldürdü.
Masum bir çocuk ölmeden önce Kelime-i
Şehadet bile getiriyordu. google, Facebook
ve youtube'dan silindi. Bu video tüm
medyaya veya gruplara paylaşılmalı",x,https://teyit.org/analiz/videonun-israil-polisinin-filistinli-bir-cocugu-bogarak-oldurdugunu-gosterdigi-iddiasi
fake,"Enkaz altında kurtarılmayı bekleyen Filistinli bir çocuk değil de bir kedi
olsaydı dünyanın gündemine otururdu.",x,https://teyit.org/analiz/video-gazzede-enkaz-altinda-kalmis-bir-cocugu-mu-gosteriyor
fake,"Mısır'dan Filistin'e yardım amaçlı yola çıkan gıda ve ilaç yardımı konvoyu,
Refah sınır kapısında hazır halde bekliyor.",x,https://teyit.org/analiz/misirdan-filistine-yardim-tasiyan-araclari-gosteren-videonun-guncel-oldugu-iddiasi
fake,SONDAKİKA Görüntüler Mescid-i Aksa Kıble mescidi'nden .,x,https://teyit.org/analiz/mescidi-aksadaki-nisan-2023-baskinindan-oldugu-iddia-edilen-fotograf
fake,Bu gece Mescidi Aksa!! Filistin,x,https://teyit.org/analiz/mescid-i-aksadaki-fotografin-guncel-oldugu-iddiasi
fake,"Mucahidim, bunu nasıl başardın anlatsana ..

#GazzeyiUnutma",x,https://teyit.org/analiz/goruntulerin-guncel-gazze-israil-catismalarindan-oldugu-iddiasi
fake,"İsrail'li bir aktivist Mısır'da , İsrail'i farkındalık oluşturmak suretiyle
desteklerken,otelin çatısından
zemine çakıldı ve öldü",x,https://teyit.org/analiz/video-israilli-aktivistin-misirda-bir-otelin-catisindan-dustugunu-mu-gosteriyor
fake,"İsrail'de oynanan Roma - Tottenham maçının
ardından Jose Mourinho: ""Bu galibiyet Filistin
içindi.""",instagram,https://teyit.org/analiz/mourinhonun-israildeki-hazirlik-maci-sonrasi-bu-galibiyet-filistin-icindi-dedigi-iddiasi
fake,"SONDAKİKA İSRAİL TEL AVIVde buyuk YANGIN
İsrail tel aviv içinde askeri üste büyük bir yangın çıktı
ve mühimmatların patlamasından korkular .. Allahu Ekber
Her yerde paylaşınız kardeşlerinizi sevindirinn.",facebook,https://teyit.org/analiz/videonun-israil-askeri-ussunde-cikan-yangini-gosterdigi-iddiasi
fake,"SIZ HİC,
BIR DEVLETIN BASBAKANINI TÜNEL İÇİNDE, BOKA BASARAK KIRMIZI
bir BAKARANIN,, yani (inegin) YANINDA DİZ ÇÖKÜP POZ VERDİGİNİ
GÖRDÜNÜZMÜ ?

OLAY BÜYÜK
HAZIRLIGINIZI YAPIN

Resmin neyi temsil ettiğini anlamadıysanız ozaman

BAKARA SURESİNİ okuyun, orda YAZIYOR.",x,https://teyit.org/analiz/netanyahuyu-tunelde-kizil-bir-inek-ile-gosteren-fotograf-gercek-mi
fake,"İran: ""Netanyahu... Gücümüzü test etme.""",x,https://teyit.org/analiz/netanyahunun-makam-odasinin-izlendigini-gosteren-fotograf-gercek-mi
fake,"Harrison Ford Filistin yanlısı
protestocular hakkında :

""Onların yolundan çekilin.""",x,https://teyit.org/analiz/video-harrison-fordun-filistin-yanlisi-protestoculara-destek-verdigini-mi-gosteriyor
fake,"El Cezire, oyuncak bebekle yapılan videoyu bebek gerçekmiş gibi haber
olarak verdi.",x,https://teyit.org/analiz/gazzede-olen-bebegin-oyuncak-oldugu-iddiasi
fake,"İBB; ""75 liralık Akbil alana"" Starbucks' dan Kahve bedava kampanyası
başlattı ..
Tehlikenin farkında mısınız ..??",x,https://teyit.org/analiz/istanbulkartin-ucretsiz-starbucks-kahvesi-kampanyasi-guncel-mi
fake,Filistili adam ölüyken hapşırdı,x,https://teyit.org/analiz/ceset-torbasinda-hapsiran-filistinli-videosu-gercek-mi
fake,Teşekkür.,x,https://teyit.org/analiz/video-netanyahunun-turkiyeye-tesekkur-mesajini-mi-gosteriyor
fake,Bunu yapan hangi dinden ise ben o dinden değilim. Allah belanızı versin !!,x,https://teyit.org/analiz/goruntulerin-muzik-festivalinde-hamas-tarafindan-oldurulen-kadina-ait-oldugu-iddiasi
fake,"#Sondakika
Putin'den ABD'ye sert Filistin mesajı.
ABD'yi Filistin - İsrail savaşına müdahale etmemesi konusunda
uyarıyorum.
ABD eğer müdahale ederse, Filistin'e açıkça yardım ederiz.
Bir Putin kadar olamayanlara duyurulur.",x,https://teyit.org/analiz/videonun-putini-abdyi-uyarirken-gosterdigi-iddiasi
fake,"Joe Biden yine uyuyakaldı

ABD Başkanı Joe Biden, İsrail Başkanı
Bennet ile düzenlediği basın toplantısında
uykuya daldı
Biden uyurken Bennet konuşmasına
devam etti",x,https://teyit.org/analiz/abd-baskani-bidenin-toplanti-sirasinda-uyudugu-iddiasi
fake,"Yemen İsrail'e teçhizat taşıyan bir gemiyi daha vurdu.
#Formula1 #Sondadika #kesfet",x,https://teyit.org/analiz/goruntuler-israile-techizat-tasiyan-geminin-yemen-tarafindan-vuruldugunu-mu-gosteriyor
fake,"Kral Hareket .

İspanyol teknik direktör Pep Guardiola, İsrail temsilcisini pas geçerek
elini havada bıraktı.

#RafahOnFire",x,https://teyit.org/analiz/video-pep-guardiolanin-israilli-temsilcinin-elini-sikmadigi-anlari-mi-gosteriyor
fake,"Daha ne kadar alçalabilirsiniz!

Filistinli çocukları öldürdükleri yetmiyormuş gibi oyuncaklarını yapıp
satıyorlar!

2 milyar müslüman da bu rezilliği izliyor!",x,https://teyit.org/analiz/fotograf-israilde-satilan-filistinli-oyuncak-bebegi-mi-gosteriyor
fake,"#SonDakika

Kassam Mücahitleri, İsrail Savunma Bakanlığı Binasını Vurdu.

#Gazze_victorious #EbuUbeyde",x,https://teyit.org/analiz/video-israil-savunma-bakanliginin-vuruldugunu-mu-gosteriyor
fake,"An itibariyle Gazze üzerine misket bombaları yağıyor.

Sözde yurdum hümanistleri burda mı? Havai fişek değil bunlar. Asker
kışlası da değil.

Sivil yerleşim yerleri ... Nerdesiniz ey alçaklar?",x,https://teyit.org/analiz/video-israilin-gazze-saldirisini-mi-gosteriyor
fake,"Bu haberi duyunca inanamadım ...

Bir devlet bunu neden yapar ??

Bugün yapılan ihaleyle Müze ve Ören Yerlerin işletmeleri
İsrailli bir firmaya verilmiş.
Yani Topkapı Sarayı'ndaki Kutsal emanetlerimiz artık
İsrail'in elinin altında ...",x,https://teyit.org/analiz/turkiyedeki-muze-isletmelerinin-9-yilligina-israilli-bir-firmaya-devredildigi-iddiasi
fake,"Gazze'deki aktör, ""kurban"" rolü yapıyor ancak kırık ayağı olduğu iddiasıyla
topallayarak yürürken yanlışlıkla yanlış ayağını kullanıyor ..

Medya Gazze'de olup bitenler hakkında bize yalan söylüyor ..",x,https://teyit.org/analiz/kirik-ayak-taklidi-yapan-kisi-videosu-gazzede-mi-cekildi
fake,"Mike Tyson, 78 milyon dolarlık ünvan maçının hastalığı yüzünden 4 ay
ertelenmesi sebebi ile CNBC de canlı yayına katıldı söyleşinin bitiminde
aynen şunları söyledi.

Tyson : Son olarak canlı yayını bahane bilerek bir kaç şey söylemek
istiyorum. Biliyorsunuz aylardır Filistin topraklarında işgalci faşist İsrail
rejimi tarafından bir soykırım gerçekleştiriliyor, dünyanın gözü önünde
10binlerce çocuk kadın masum insan hayatlarını kaybetti ve kaybediyor,
buradan faşist barbar İsrail rejimine karşı direniş gösteren dünya
halklarına bir şey söylemek istiyorum bir boksör ringe çıktığında
dakikalarca dövüşür yumruk yer ve yumruk atar bazen bu o kadar uzar ki
11. rounda kadar yılmadan yumruk sallarsınız seyredenler bu yumrukların
bir işe yaramadığını sanar çünkü rakip hala ayaktadır ve sürekli
yıkılmadığı ve güçlü olduğu izlenimi vermeye çalışır ama boksörler bilir ki
aslı öyle değildir 11 round boyunca atılan o yumruklar aslında o son yıkıcı
vuruşa hizmet eder ve zamanı geldiğinde o son asil yumruk karşınızdakini
yere devirir.

İsrail'e karşı verdiğimiz direnişin işe yaramadığına bizi inandırmaya
çalışanlara aldırmayın.
İsrail in ne kadar güçlü yıkılması imkansız bir rakip olduğunu göstermek
isteyen şeytana inanmayın attığımız her yumruk onu yere yıkacağımız
son yumruğa hizmet ediyor yılmadan yıkılmadan direnecez boykota
devam ediyoruz direnişimizi sürdürüyoruz, bu direnişe katılan her
renkten her ırktan her dinden insana saygı duyuyorum lutfen yılmayın
son yumruğu düşünün hiçbir kötülük sizden güçlü değildir ....

Mike Tyson bu konuşmayı 4 kez sözünü kesmek istemelerine rağmen
yapıp bitirdi.",x,https://teyit.org/analiz/boksor-mike-tyson-cnbc-kanalinda-filistin-hakkinda-aciklama-yapti-mi
fake,"Yemen Silahlı kuvvetlerinin attığı füzenin Tel Aviv'i vurduğu anın
görüntüleri ** !!",x,https://teyit.org/analiz/goruntuler-yemenin-tel-avivi-vurdugu-anlari-mi-gosteriyor
fake,"Londra'da 1 milyon kişi Filistin ve Gazze'ye destek için yürüdü ..

Helal olsun

Filistin Özgür Olacak",x,https://teyit.org/analiz/londrada-filistine-destek-yuruyusunu-gosteren-video-guncel-mi
fake,"Şehadetin mübarek olsun Ey Şehid

#HasanSaklanan",x,https://teyit.org/analiz/fotograftaki-kisi-kuduste-oldurulen-hasan-saklanan-mi
fake,"Starbucks kaybettiği müşterilerine
adeta; ""Çok üzgünüz, lütfen gelin""
mesajı veriyor ...

İsrail'e finansal destek veren ve
Gazze'deki soykırımı destekleyen
Starbucks'ı boykot etmekten
vazgeçmeyeceğiz !

#starbucksBoykot",instagram,https://teyit.org/analiz/starbucks-boykotlardan-sonra-karpuz-motifli-bardak-mi-satmaya-basladi
fake,"Yemen tarafından vurulan İsrail'e ait kargo gemisi Unity Explorer cayır
cayır yanıyor",x,https://teyit.org/analiz/goruntulerin-yemen-tarafindan-vurulan-gemiye-ait-oldugu-iddiasi
